,Company Name,Symbol,Exchange,Currency,Country,Sector,Industry,Website,Full-Time Employees,Insider Ownership (%),Institutional Ownership (%),Market Cap ($B),Enterprise Value ($B),Shares Outstanding (B),Float Shares (B),Book Value/Share ($),EV/EBITDA,EV/Revenue,Current Price ($),Open ($),Previous Close ($),Day High ($),Day Low ($),52-Week High ($),52-Week Low ($),50-Day MA ($),200-Day MA ($),Volume,Avg Volume,EPS (TTM),EPS (Forward),PE Ratio (Trailing),PE Ratio (Forward),PEG Ratio,Profit Margin (%),Operating Margin (%),ROA (%),ROE (%),Operating CF ($B),Free CF ($B),CapEx ($B),Total Debt ($B),Debt to Equity,Quick Ratio,Current Ratio,Dividend Rate ($),Dividend Yield (%),Payout Ratio,Ex-Dividend Date,Revenue Growth YoY,Earnings Growth YoY,Earnings Date,Last Split Date,Last Split Factor
684,Alliant Energy Corporation,LNT,NMS,USD,United States,Utilities,Utilities - Regulated Electric,https://www.alliantenergy.com,2998,0.23,83.39,15.5,26.11,0.257,0.256,27.61,14.84,6.4,60.35,60.32,60.32,60.72,60.21,66.54,50.53,61.1,60.85,2154857,2082887,2.9,3.23,20.81,18.68,N/A,18.27%,22.78%,2.73%,10.71%,1.11,-1.07,N/A,10.63,149.85,0.13,0.34,2.03,336.0,67.16%,1745971200,9.4%,34.5%,N/A,1463702400,2:1
685,LPL Financial Holdings Inc.,LPLA,NMS,USD,United States,Financial Services,Capital Markets,https://www.lpl.com,9118,0.54,98.54,29.19,32.31,0.08,0.079,41.89,N/A,2.51,364.96,367.48,364.37,371.43,363.28,390.23,187.19,358.93,322.15,1269619,851882,14.43,18.58,25.29,19.64,N/A,8.44%,12.67%,8.71%,40.36%,0.19,N/A,N/A,5.96,190.73,2.11,2.15,1.2,33.0,8.31%,1748563200,29.3%,10.7%,N/A,N/A,N/A
686,"Lumen Technologies, Inc.",LUMN,NYQ,USD,United States,Communication Services,Telecom Services,https://www.lumen.com,24000,8.13,71.41,4.63,20.65,1.026,0.945,0.28,6.06,1.59,4.51,4.35,4.35,4.55,4.27,10.33,0.97,3.94,5.37,14460238,12385182,-0.32,-0.64,N/A,-7.05,N/A,-2.41%,1.92%,0.91%,-78.94%,4.33,-1.47,N/A,17.93,6203.11,0.98,1.21,N/A,N/A,N/A,1661731200,-3.3%,N/A,N/A,922924800,3:2
687,"Lamb Weston Holdings, Inc.",LW,NYQ,USD,United States,Consumer Defensive,Packaged Foods,https://www.lambweston.com,10700,2.43,97.81,7.54,11.74,0.141,0.132,11.58,9.56,1.84,53.4,53.46,53.19,53.53,52.61,84.4,47.9,53.17,62.07,3555735,2062282,2.55,4.98,20.94,10.72,N/A,5.75%,17.03%,7.37%,21.64%,0.8,0.02,N/A,4.27,261.31,0.48,1.35,1.48,277.0,56.86%,1746144000,4.3%,1.9%,N/A,N/A,N/A
688,LyondellBasell Industries N.V.,LYB,NYQ,USD,United States,Basic Materials,Specialty Chemicals,https://www.lyondellbasell.com,20000,20.5,74.79,18.86,29.9,0.321,0.255,37.8,8.42,0.75,58.67,58.72,58.4,59.48,57.95,100.46,51.11,57.98,74.36,4101717,4448398,2.89,8.61,20.3,6.81,N/A,2.68%,1.43%,3.85%,7.44%,3.35,1.45,N/A,12.81,103.88,0.91,1.83,5.48,934.0,185.47%,1748822400,-7.6%,-62.7%,N/A,N/A,N/A
689,"Live Nation Entertainment, Inc.",LYV,NYQ,USD,United States,Communication Services,Entertainment,https://www.livenationentertainment.com,16200,32.66,78.31,34.76,37.9,0.232,0.156,0.47,19.26,1.67,149.99,147.44,147.2,150.66,146.82,157.75,87.33,139.7,130.92,3361157,2879469,2.95,2.42,50.84,61.98,N/A,4.28%,3.33%,4.18%,68.51%,2.06,1.64,N/A,8.29,393.22,0.78,0.96,N/A,N/A,N/A,N/A,-11.0%,N/A,N/A,N/A,N/A
690,ManpowerGroup Inc.,MAN,NYQ,USD,United States,Industrials,Staffing & Employment Services,https://www.manpowergroup.com,26700,1.65,107.99,1.87,2.95,0.046,0.043,45.21,7.2,0.17,40.47,41.05,40.69,41.04,40.09,78.22,37.99,41.76,56.58,782141,966432,2.32,5.15,17.44,7.86,N/A,0.63%,1.08%,2.57%,5.17%,0.04,0.15,N/A,1.47,69.81,1.07,1.12,1.44,356.0,132.76%,1748822400,-7.1%,-85.2%,N/A,N/A,N/A
691,Masco Corporation,MAS,NYQ,USD,United States,Industrials,Building Products & Equipment,https://www.masco.com,18000,0.22,97.7,13.54,16.71,0.211,0.21,-1.2,11.24,2.17,64.17,64.02,63.74,64.74,63.6,86.7,56.55,62.83,73.37,2796017,2491098,3.66,4.42,17.53,14.52,N/A,10.29%,15.88%,16.04%,1116.56%,1.01,0.73,N/A,3.31,N/A,1.02,1.75,1.24,193.0,32.24%,1747958400,-6.5%,-10.3%,N/A,1435708800,1138:1000
692,MBIA Inc.,MBI,NYQ,USD,United States,Financial Services,Insurance - Specialty,https://www.mbia.com,57,10.58,48.79,0.22,3.21,0.05,0.04,-42.21,N/A,86.69,4.32,4.3,4.3,4.48,4.3,7.46,3.22,4.46,5.13,374150,281488,-8.71,-0.94,N/A,-4.6,N/A,N/A,-23.81%,-5.82%,N/A,-0.19,-0.29,N/A,3.47,N/A,3.98,4.14,N/A,N/A,N/A,1702598400,90.9%,N/A,N/A,987984000,3:2
693,Mercury General Corporation,MCY,NYQ,USD,United States,Financial Services,Insurance - Property & Casualty,https://www.mercuryinsurance.com,4200,52.03,51.84,3.66,2.76,0.055,0.027,32.87,6.17,0.49,66.05,65.4,65.34,66.12,64.51,80.72,44.19,60.85,61.35,419151,347543,5.16,6.5,12.8,10.16,N/A,5.11%,-9.69%,2.84%,16.71%,0.78,-0.35,N/A,0.59,32.52,1.04,1.35,1.27,192.0,24.61%,1749686400,9.4%,N/A,N/A,876441600,2:1
694,"MDU Resources Group, Inc.",MDU,NYQ,USD,United States,Industrials,Conglomerates,https://www.mdu.com,2052,0.94,82.89,3.38,5.52,0.204,0.202,13.43,11.32,2.99,16.56,16.5,16.37,16.56,16.28,20.39,13.23,16.91,17.04,3619629,1581125,0.91,1.14,18.2,14.53,N/A,14.21%,16.9%,2.42%,6.6%,0.55,0.21,N/A,2.19,79.97,0.52,0.85,0.52,314.0,56.59%,1749686400,14.7%,-19.7%,N/A,1730419200,1805:1000
695,"McCormick & Company, Incorporated",MKC,NYQ,USD,United States,Consumer Defensive,Packaged Foods,https://www.mccormickcorporation.com,14100,0.02,90.62,20.49,24.84,0.253,0.265,20.87,19.39,3.68,76.31,77.03,77.57,77.97,76.09,86.24,69.0,74.44,77.75,3707148,2417377,2.87,3.12,26.59,24.46,N/A,11.5%,15.65%,5.19%,14.12%,0.78,0.43,N/A,4.45,79.12,0.22,0.68,1.8,236.0,60.63%,1751846400,1.0%,-4.4%,N/A,1606780800,2:1
696,Markel Group Inc.,MKL,NYQ,USD,United States,Financial Services,Insurance - Property & Casualty,https://www.mklgroup.com,22000,2.02,82.85,25.19,24.47,0.013,0.012,1303.4,8.14,1.57,1985.5,2000.0,1995.27,2004.24,1969.83,2063.68,1491.03,1894.45,1771.48,91779,57640,136.01,98.43,14.6,20.17,N/A,11.85%,8.31%,2.73%,11.32%,2.34,-0.78,N/A,4.39,24.74,1.11,2.83,N/A,N/A,N/A,N/A,-23.9%,-84.0%,N/A,N/A,N/A
697,MarketAxess Holdings Inc.,MKTX,NMS,USD,United States,Financial Services,Capital Markets,https://www.marketaxess.com,891,2.25,101.88,8.23,7.72,0.038,0.037,35.86,18.8,9.47,219.55,219.97,220.55,220.88,218.78,296.68,186.84,221.04,233.56,357368,585219,5.75,8.23,38.18,26.68,N/A,26.57%,42.37%,11.06%,16.25%,0.42,0.5,N/A,0.07,5.26,7.4,8.86,3.04,138.0,51.74%,1747785600,-0.8%,-79.2%,N/A,N/A,N/A
698,"Martin Marietta Materials, Inc.",MLM,NYQ,USD,United States,Basic Materials,Building Materials,https://www.martinmarietta.com,9400,0.77,101.08,33.16,38.87,0.06,0.06,150.65,17.92,5.86,550.05,542.39,540.66,550.85,539.88,633.23,441.95,538.49,534.9,448657,459945,17.44,20.84,31.54,26.39,N/A,16.06%,14.78%,5.79%,11.87%,1.5,0.29,N/A,5.81,63.93,0.89,2.25,3.16,57.0,17.83%,1748822400,8.2%,-88.7%,N/A,N/A,N/A
699,"Marsh & McLennan Companies, Inc.",MMC,NYQ,USD,United States,Financial Services,Insurance Brokers,https://www.marshmclennan.com,90000,0.07,91.85,106.91,127.93,0.493,0.492,28.55,17.25,5.11,216.97,216.19,216.02,218.98,216.12,248.0,207.21,224.21,224.93,2311689,2300140,8.16,9.43,26.59,23.01,N/A,16.13%,30.44%,7.93%,30.53%,4.46,4.12,N/A,22.42,157.13,0.51,1.14,3.26,150.0,48.71%,1743638400,9.1%,-1.1%,N/A,1025481600,2:1
700,3M Company,MMM,NYQ,USD,United States,Industrials,Conglomerates,https://www.3m.com,61500,0.12,73.9,81.81,88.98,0.538,0.537,8.29,16.7,3.63,152.02,151.14,150.76,152.87,150.56,156.35,98.26,144.24,139.68,2079942,3606793,8.03,7.9,18.93,19.24,N/A,17.79%,20.67%,5.45%,93.82%,0.97,0.37,N/A,14.13,312.49,1.11,1.66,2.92,192.0,35.24%,1747958400,-1.0%,22.1%,N/A,1711929600,1196:1000
701,Monster Beverage Corporation,MNST,NMS,USD,United States,Consumer Defensive,Beverages - Non-Alcoholic,https://www.monsterbevcorp.com,5527,28.64,68.23,60.18,58.54,0.975,0.693,6.69,26.95,7.86,61.71,62.07,62.19,62.1,61.27,64.45,43.32,61.74,55.08,7683991,6015787,1.52,1.87,40.6,33.0,N/A,20.27%,30.84%,14.24%,20.0%,2.02,1.44,N/A,0.26,4.0,2.66,3.38,N/A,N/A,N/A,N/A,-2.3%,7.1%,N/A,1679961600,2:1
702,"Molina Healthcare, Inc.",MOH,NYQ,USD,United States,Healthcare,Healthcare Plans,https://www.molinahealthcare.com,18000,1.28,100.69,16.1,10.57,0.054,0.054,79.81,5.75,0.26,297.05,291.28,291.06,297.92,290.11,365.23,262.32,308.66,311.41,630670,699535,20.7,25.71,14.35,11.55,N/A,2.92%,4.04%,6.73%,26.72%,0.62,0.59,N/A,3.77,87.38,1.57,1.63,N/A,N/A,N/A,N/A,11.7%,5.4%,N/A,1306108800,3:2
703,The Mosaic Company,MOS,NYQ,USD,United States,Basic Materials,Agricultural Inputs,https://mosaicco.com,13765,0.76,90.12,11.2,15.91,0.317,0.315,37.1,8.24,1.44,35.32,35.12,35.18,35.41,34.88,37.69,22.36,33.47,27.99,4652394,5727501,1.16,2.46,30.45,14.36,N/A,3.32%,12.91%,2.14%,3.28%,1.42,0.5,N/A,4.82,40.48,0.38,1.12,0.88,249.0,73.28%,1749081600,-2.2%,435.7%,N/A,817776000,2:1
704,"Medical Properties Trust, Inc.",MPW,NYQ,USD,United States,Real Estate,REIT - Healthcare Facilities,https://www.medicalpropertiestrust.com,118,17.34,60.76,2.68,11.47,0.601,0.495,7.93,17.43,11.53,4.46,4.51,4.5,4.54,4.41,6.55,3.51,4.85,4.9,11720430,9330464,-2.76,0.27,N/A,16.52,N/A,-166.17%,52.28%,1.5%,-28.8%,0.17,1.19,N/A,9.47,198.77,5.45,5.79,0.32,717.0,1054.55%,1750204800,-15.6%,N/A,N/A,N/A,N/A
705,"Moderna, Inc.",MRNA,NMS,USD,United States,Healthcare,Biotechnology,https://www.modernatx.com,5800,7.28,73.73,10.5,5.27,0.387,0.361,26.01,-1.49,1.66,27.16,27.7,27.54,27.99,26.88,129.39,23.15,26.37,39.11,11253240,11034435,-8.73,-8.7,N/A,-3.12,N/A,-105.67%,-972.22%,-15.84%,-29.34%,-3.05,-3.2,N/A,0.74,7.4,3.92,4.22,N/A,N/A,N/A,N/A,-35.3%,N/A,N/A,N/A,N/A
706,MSA Safety Incorporated,MSA,NYQ,USD,United States,Industrials,Security & Protection Services,https://www.msasafety.com,5000,6.14,89.21,6.58,6.96,0.039,0.037,30.19,14.29,3.83,167.33,169.76,169.16,169.94,166.25,200.61,127.86,159.59,163.72,377222,252330,7.25,8.11,23.08,20.63,N/A,15.77%,21.51%,11.96%,26.22%,0.31,0.22,N/A,0.55,46.02,1.66,2.94,2.12,127.0,28.14%,1747267200,1.9%,2.7%,N/A,1075334400,3:1
707,MSCI Inc.,MSCI,NYQ,USD,United States,Financial Services,Financial Data & Stock Exchanges,https://www.msci.com,6184,3.31,94.11,44.6,48.93,0.077,0.075,-12.35,28.93,16.75,576.41,569.57,565.69,577.5,568.14,642.45,478.33,556.09,577.28,879609,538882,14.53,17.04,39.67,33.83,N/A,39.08%,50.55%,18.14%,N/A,1.5,1.13,N/A,4.69,N/A,0.76,0.84,7.2,125.0,45.39%,1747353600,9.7%,15.2%,N/A,N/A,N/A
708,"MSC Industrial Direct Co., Inc.",MSM,NYQ,USD,United States,Industrials,Industrial Distribution,https://www.mscdirect.com,7191,21.01,88.92,4.76,5.32,0.056,0.043,24.32,12.38,1.42,85.48,85.5,84.77,85.94,84.41,90.81,68.1,79.71,80.67,1482524,542325,3.8,4.3,22.49,19.88,N/A,5.69%,7.14%,8.67%,15.18%,0.41,0.3,N/A,0.59,43.21,0.7,1.92,3.4,398.0,88.42%,1752019200,-4.7%,-36.3%,N/A,896140800,2:1
709,M&T Bank Corporation,MTB,NYQ,USD,United States,Financial Services,Banks - Regional,https://www.mtb.com,22291,0.4,88.73,31.1,23.12,0.161,0.16,163.63,N/A,2.63,193.78,193.74,193.49,194.74,192.91,225.7,145.82,179.06,187.25,1351607,1246477,14.94,16.28,12.97,11.9,N/A,30.06%,36.63%,1.24%,9.4%,3.64,N/A,N/A,12.7,N/A,N/A,N/A,5.4,279.0,36.14%,1748822400,5.6%,9.9%,N/A,970790400,10:1
710,Mettler-Toledo International Inc.,MTD,NYQ,USD,United States,Healthcare,Diagnostics & Research,https://www.mt.com,16000,0.42,101.55,24.62,26.63,0.021,0.02,-8.76,22.5,6.95,1184.54,1201.14,1193.31,1199.6,1174.04,1546.93,946.69,1128.56,1247.75,163651,221787,40.04,42.6,29.58,27.81,N/A,22.17%,25.19%,21.22%,N/A,0.97,0.74,N/A,2.07,N/A,0.61,1.01,N/A,N/A,N/A,N/A,-4.6%,-5.2%,N/A,N/A,N/A
711,"MasTec, Inc.",MTZ,NYQ,USD,United States,Industrials,Engineering & Construction,https://www.mastec.com,32000,21.52,73.84,13.57,15.7,0.079,0.06,36.99,16.6,1.26,171.99,171.46,170.55,172.71,167.19,172.71,89.96,149.9,136.04,852944,933361,2.72,5.42,63.23,31.73,N/A,1.72%,1.27%,3.35%,8.72%,1.09,0.77,N/A,2.63,89.05,1.1,1.22,N/A,N/A,N/A,397267200,6.0%,N/A,N/A,961459200,3:2
712,"Mitsubishi UFJ Financial Group, Inc.",MUFG,NYQ,USD,Japan,Financial Services,Banks - Diversified,https://www.mufg.jp,N/A,0.0,2.9,159.44,-44027.53,11.479,11.356,1783.37,N/A,-5.5,13.89,13.91,13.82,13.95,13.83,15.03,8.75,13.17,12.17,2794251,6902256,1.1,1.03,12.63,13.49,N/A,23.27%,14.38%,0.48%,9.66%,-4393.67,N/A,N/A,114401.65,N/A,N/A,N/A,0.29,211.0,14.85%,1727654400,666.1%,311.2%,N/A,N/A,N/A
713,Nordson Corporation,NDSN,NMS,USD,United States,Industrials,Specialty Industrial Machinery,https://www.nordson.com,7800,5.59,78.14,12.16,14.35,0.057,0.048,52.39,17.79,5.31,215.12,215.47,214.91,216.28,213.54,266.86,165.03,201.91,222.33,426662,439745,7.79,10.41,27.61,20.66,N/A,16.51%,24.86%,7.37%,15.54%,0.54,0.3,N/A,2.32,78.49,1.46,2.56,3.12,145.0,38.82%,1750204800,5.0%,-3.9%,N/A,1302652800,2:1
714,"NextEra Energy, Inc.",NEE,NYQ,USD,United States,Utilities,Utilities - Regulated Electric,https://www.nexteraenergy.com,16800,0.09,83.62,145.94,243.75,2.059,2.055,24.2,17.95,9.65,70.89,71.5,70.99,71.81,70.35,86.1,61.72,69.84,73.52,9819117,13077725,2.67,3.68,26.55,19.26,N/A,21.81%,36.61%,2.55%,7.06%,12.95,-11.34,N/A,89.68,148.56,0.32,0.55,2.27,320.0,79.08%,1748822400,9.0%,-63.6%,N/A,1603756800,4:1
715,NiSource Inc.,NI,NYQ,USD,United States,Utilities,Utilities - Regulated Gas,https://www.nisource.com,7687,0.27,97.22,18.81,35.53,0.471,0.469,18.9,13.76,5.99,39.97,39.63,39.61,40.25,39.56,41.45,28.42,39.3,37.55,6964413,4736377,1.85,1.86,21.61,21.49,N/A,14.67%,34.62%,3.25%,9.36%,2.01,-0.6,N/A,14.93,136.35,0.34,0.52,1.12,280.0,58.11%,1753920000,27.9%,30.2%,N/A,1435795200,2545:1000
716,"NIKE, Inc.",NKE,NYQ,USD,United States,Consumer Cyclical,Footwear & Accessories,https://www.nike.com,N/A,1.71,86.37,106.33,108.25,1.178,1.161,8.95,23.97,2.34,72.04,69.79,62.54,74.19,69.77,90.62,52.28,60.42,71.73,114058883,20813643,2.16,3.23,33.35,22.3,N/A,6.95%,2.89%,6.2%,23.29%,N/A,N/A,N/A,11.02,83.39,1.31,2.21,1.6,222.0,72.69%,1748822400,-12.0%,-85.9%,N/A,1450915200,2:1
717,Northrop Grumman Corporation,NOC,NYQ,USD,United States,Industrials,Aerospace & Defense,https://www.northropgrumman.com,97000,0.22,84.77,71.1,87.54,0.144,0.135,104.0,13.81,2.17,494.0,490.95,493.66,494.68,489.26,555.57,422.69,487.01,493.34,874238,1102003,25.34,28.06,19.49,17.61,N/A,9.19%,7.43%,6.4%,25.41%,3.53,2.91,N/A,18.13,120.97,0.74,0.95,9.24,187.0,32.52%,1748822400,-6.6%,-47.5%,N/A,1301529600,10000:9035
718,Nucor Corporation,NUE,NYQ,USD,United States,Basic Materials,Steel,https://www.nucor.com,32700,0.44,77.09,30.33,35.19,0.231,0.229,86.97,9.96,1.16,131.43,130.67,130.61,131.82,129.87,170.52,97.59,117.87,131.18,1847094,2504795,5.66,9.36,23.22,14.04,N/A,4.4%,4.14%,3.87%,7.4%,3.88,0.19,N/A,7.88,37.32,1.39,2.52,2.2,167.0,38.45%,1751241600,-3.8%,-80.6%,N/A,1149120000,2:1
719,"NVR, Inc.",NVR,NYQ,USD,United States,Consumer Cyclical,Residential Construction,https://www.nvrinc.com,7000,5.06,89.35,21.56,20.46,0.003,0.003,1343.02,9.77,1.9,7375.51,7304.86,7280.44,7419.6,7290.09,9964.77,6562.85,7168.3,8091.75,27513,21506,485.31,518.05,15.2,14.24,N/A,14.77%,16.81%,20.36%,38.25%,1.44,1.3,N/A,1.07,26.99,2.64,5.71,N/A,N/A,N/A,N/A,2.3%,-18.5%,N/A,N/A,N/A
720,Newell Brands Inc.,NWL,NMS,USD,United States,Consumer Defensive,Household & Personal Products,https://www.newellbrands.com,23700,0.43,101.34,2.27,7.62,0.418,0.415,6.44,9.18,1.02,5.44,5.26,5.2,5.46,5.21,11.78,4.22,5.34,7.48,12726699,10216538,-0.59,0.77,N/A,7.06,N/A,-3.26%,2.94%,2.76%,-8.46%,0.25,0.25,N/A,5.58,207.55,0.42,1.13,0.28,515.0,195.74%,1748563200,-5.3%,N/A,N/A,778464000,2:1
721,"Nexstar Media Group, Inc.",NXST,NMS,USD,United States,Communication Services,Broadcasting,https://www.nexstar.tv,11773,6.74,100.12,5.2,11.74,0.03,0.028,74.02,6.73,2.19,172.48,173.88,173.28,175.22,170.88,191.86,141.66,164.76,164.57,456410,439035,19.63,15.49,8.79,11.13,N/A,12.23%,18.48%,6.77%,26.67%,1.31,1.38,N/A,6.79,301.78,1.59,1.74,7.44,431.0,35.32%,1747612800,-3.9%,-34.7%,N/A,N/A,N/A
722,The New York Times Company,NYT,NYQ,USD,United States,Communication Services,Publishing,https://www.nytco.com,5900,1.59,96.29,9.07,8.55,0.162,0.152,11.54,18.97,3.29,55.61,56.0,55.87,56.0,54.87,58.16,44.83,54.02,52.78,2364795,1608403,1.83,2.08,30.39,26.74,N/A,11.65%,10.33%,8.72%,16.68%,0.46,0.4,N/A,N/A,2.48,1.29,1.45,0.72,129.0,31.15%,1752019200,7.1%,25.0%,N/A,899337600,2:1
723,Realty Income Corporation,O,NYQ,USD,United States,Real Estate,REIT - Retail,https://www.realtyincome.com,468,0.1,79.11,51.5,78.85,0.903,0.901,43.22,16.21,14.59,57.03,57.31,57.2,57.65,56.81,64.88,50.71,56.8,57.17,3260002,5930627,1.1,1.59,51.85,35.87,N/A,18.1%,45.15%,2.18%,2.51%,3.58,2.47,N/A,27.45,69.96,0.89,1.28,3.23,566.0,287.59%,1751328000,10.0%,80.3%,N/A,1636934400,1032:1000
724,"Old Dominion Freight Line, Inc.",ODFL,NMS,USD,United States,Industrials,Trucking,https://www.odfl.com,21817,10.12,81.18,34.59,34.55,0.211,0.194,19.98,18.73,6.03,163.68,161.57,160.99,164.16,161.37,233.26,144.9,160.05,183.03,6623106,1908395,5.34,5.9,30.65,27.74,N/A,20.04%,24.59%,16.78%,26.59%,1.57,0.61,N/A,0.06,1.42,1.19,1.32,1.12,68.0,19.89%,1748995200,-5.8%,-11.2%,N/A,1711584000,2:1
725,Organon & Co.,OGN,NYQ,USD,United States,Healthcare,Drug Manufacturers - General,https://www.organon.com,10000,0.24,80.92,2.56,10.97,0.26,0.259,2.1,6.47,1.74,9.86,9.98,9.98,10.14,9.72,23.1,8.01,9.83,14.47,4463019,5767393,2.88,4.23,3.42,2.33,N/A,11.92%,21.48%,6.98%,254.24%,0.94,0.46,N/A,8.96,1652.4,0.77,1.67,0.08,81.0,38.89%,1747008000,-6.7%,-57.7%,N/A,N/A,N/A
726,"ONEOK, Inc.",OKE,NYQ,USD,United States,Energy,Oil & Gas Midstream,https://www.oneok.com/,5177,0.19,74.91,50.75,83.41,0.625,0.623,34.2,12.8,3.34,81.25,81.19,81.32,82.02,80.67,118.07,75.47,82.76,94.9,3202540,4203569,5.12,5.97,15.87,13.61,N/A,12.15%,15.69%,6.05%,16.41%,5.2,1.76,N/A,32.04,144.85,0.45,0.67,4.12,507.0,78.13%,1746403200,68.2%,-4.6%,N/A,1391385600,11422:10000
727,Omnicom Group Inc.,OMC,NYQ,USD,United States,Communication Services,Advertising Agencies,https://www.omnicomgroup.com,74900,1.22,107.75,13.97,18.47,0.196,0.193,22.41,7.31,1.17,71.36,71.72,71.22,72.44,70.88,107.0,68.37,73.59,86.93,4331922,3703829,7.32,8.64,9.75,8.26,N/A,9.21%,13.18%,5.2%,31.02%,1.57,1.27,N/A,6.93,129.05,0.8,1.01,2.8,392.0,38.25%,1749513600,1.7%,-8.8%,N/A,1182816000,2:1
728,Old National Bancorp,ONB,NMS,USD,United States,Financial Services,Banks - Regional,https://www.oldnational.com,4028,12.35,87.28,7.91,11.53,0.37,0.317,19.75,N/A,6.42,21.37,21.49,21.43,21.7,21.25,24.49,16.5,21.02,21.12,7047020,3478627,1.72,1.97,12.42,10.85,N/A,31.38%,44.35%,1.09%,9.29%,0.63,N/A,N/A,5.84,N/A,N/A,N/A,0.56,262.0,32.56%,1749081600,8.3%,10.1%,N/A,1104710400,105:100
729,"O'Reilly Automotive, Inc.",ORLY,NMS,USD,United States,Consumer Cyclical,Auto Parts,https://www.oreillyauto.com,93419,0.75,88.61,76.22,84.13,0.855,0.847,-1.58,22.64,4.99,89.16,88.19,88.23,89.76,87.82,97.22,67.24,90.92,85.37,5772354,6570427,2.72,44.94,32.78,1.98,N/A,14.1%,17.92%,13.73%,N/A,3.1,1.61,N/A,8.1,N/A,0.08,0.71,N/A,N/A,N/A,N/A,4.0%,1.6%,N/A,1749513600,15:1
730,Otis Worldwide Corporation,OTIS,NYQ,USD,United States,Industrials,Specialty Industrial Machinery,https://www.otis.com,72000,0.1,93.05,38.52,45.46,0.395,0.394,-12.97,18.03,3.21,97.6,97.74,97.52,98.18,96.9,106.83,89.7,96.26,98.1,2990937,2912450,3.82,4.19,25.55,23.29,N/A,10.83%,16.54%,13.96%,N/A,1.58,1.35,N/A,8.73,N/A,0.78,0.94,1.68,172.0,40.84%,1747353600,-2.5%,-29.1%,N/A,N/A,N/A
731,Ovintiv Inc.,OVV,NYQ,USD,United States,Energy,Oil & Gas E&P,https://www.ovintiv.com,1623,0.5,90.83,9.98,16.73,0.26,0.258,38.61,3.73,1.87,38.41,38.68,38.73,38.76,38.06,49.57,29.8,36.97,40.27,4525850,4072296,2.36,6.26,16.28,6.14,N/A,7.03%,27.03%,6.96%,6.17%,3.94,0.99,N/A,6.76,67.03,0.4,0.43,1.2,312.0,50.85%,1749772800,-0.5%,N/A,N/A,1580083200,1:5
732,"Oxford Industries, Inc.",OXM,NYQ,USD,United States,Consumer Cyclical,Apparel Manufacturing,https://www.oxfordinc.com,6000,6.0,114.73,0.59,1.13,0.015,0.014,39.83,6.48,0.75,39.75,38.02,37.49,39.75,37.94,108.51,36.99,49.88,68.47,899950,521111,5.15,7.55,7.72,5.26,N/A,5.34%,9.22%,5.3%,13.63%,0.16,0.0,N/A,0.54,91.62,0.47,1.32,2.76,694.0,52.43%,1752796800,-1.3%,-29.8%,N/A,1070323200,2:1
733,"Plains All American Pipeline, L.P.",PAA,NMS,USD,United States,Energy,Oil & Gas Midstream,https://www.plains.com,4200,34.03,41.09,12.84,26.66,0.703,0.464,10.8,9.3,0.53,18.26,18.26,18.26,18.34,18.14,21.0,15.58,17.38,18.14,1524116,3698643,0.93,1.39,19.63,13.14,N/A,1.9%,4.33%,4.21%,9.64%,2.71,1.22,N/A,8.98,69.85,0.91,1.01,1.52,833.0,143.28%,1746057600,0.1%,68.2%,N/A,1349136000,2:1
734,N/A,PACW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
735,"Penske Automotive Group, Inc.",PAG,NYQ,USD,United States,Consumer Cyclical,Auto & Truck Dealerships,https://www.penskeautomotive.com,28700,21.07,76.72,11.47,19.57,0.066,0.018,80.92,13.36,0.64,173.36,173.72,173.31,175.44,172.6,180.12,134.05,163.15,159.48,287915,268900,14.2,13.88,12.21,12.49,N/A,3.1%,4.15%,4.93%,18.56%,1.01,0.36,N/A,8.2,151.44,0.2,0.9,5.04,291.0,31.29%,1748304000,2.1%,14.0%,N/A,1149206400,2:1
736,"Prosperity Bancshares, Inc.",PB,NYQ,USD,United States,Financial Services,Banks - Regional,https://www.prosperitybankusa.com,3898,3.84,84.34,6.68,7.93,0.095,0.091,78.91,N/A,6.54,70.12,71.04,70.78,71.21,69.87,86.76,58.66,69.42,73.83,1203196,699850,5.24,5.81,13.38,12.07,N/A,41.16%,57.36%,1.29%,6.83%,0.46,N/A,N/A,2.95,N/A,N/A,N/A,2.32,331.0,43.51%,1749772800,10.7%,16.0%,N/A,1023062400,2:1
737,N/A,PBCT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
